regime,file,generation,epistasis_class,column,slope,intercept,r,r2,p_value,n_points
mig0,sim_mig0_rep0040.tsv,2,DRE,DRE_2,-1.490014808532432,72.33286967576649,-0.301778205310627,0.09107008520050294,0.19597915199109,20
mig0,sim_mig0_rep0040.tsv,2,DDE,DDE_1,-1.8271323482582438,61.77886938639632,-0.4645914809904647,0.21584524420891332,0.039036099703729996,20
mig0,sim_mig0_rep0040.tsv,2,DDE,DDE_2,0.5096423943680015,53.47206691908562,0.09415053484221596,0.00886432321107532,0.6929745771334912,20
mig0,sim_mig0_rep0040.tsv,2,PO,PO_1,0.9222214948754814,64.73232496944067,0.18269775131551252,0.03337846833574486,0.4407287413206723,20
mig0,sim_mig0_rep0040.tsv,2,PO,PO_2,1.4526058665257433,65.81424654158315,0.2605292152915405,0.06787547202042586,0.2672589574647213,20
mig0,sim_mig0_rep0040.tsv,2,NE,NE_1,-1.6939675705117212,51.54100807802632,-0.3640723735130024,0.13254869315539114,0.11455113788727099,20
mig0,sim_mig0_rep0040.tsv,2,NE,NE_2,-2.148169405264547,56.111937859272416,-0.43442237049877114,0.18872279598977157,0.055621520505145086,20
mig0,sim_mig0_rep0040.tsv,3,RE,RE_1,3.1044855709445205,47.356293482648006,0.5806780998086833,0.33718705559742324,0.00726180239732212,20
mig0,sim_mig0_rep0040.tsv,3,RE,RE_2,0.6044071464828864,57.445325624940565,0.13234934412386193,0.017516348890016426,0.5780537894597658,20
mig0,sim_mig0_rep0040.tsv,3,DE,DE_1,2.9768857851618753,31.370573166979952,0.5030680361308636,0.25307744897656387,0.023760800542888698,20
mig0,sim_mig0_rep0040.tsv,3,DE,DE_2,1.553071468324398,43.43816389997191,0.2698680742246622,0.07282877748572777,0.24986204047957833,20
mig0,sim_mig0_rep0040.tsv,3,DI,DI_1,-2.8211632335738197,65.65814487936778,-0.5669011144777084,0.32137687359606787,0.009148699312829675,20
mig0,sim_mig0_rep0040.tsv,3,DI,DI_2,-2.8277392523614666,69.35100233991898,-0.4305422806945962,0.18536665546570447,0.058092963131273635,20
mig0,sim_mig0_rep0040.tsv,3,DRE,DRE_1,2.0286155891177704,47.708750018002135,0.37935005526466503,0.1439064644293044,0.09902446058677479,20
mig0,sim_mig0_rep0040.tsv,3,DRE,DRE_2,1.2261119176054764,44.14999159792096,0.2168240394435304,0.047012664080609626,0.3585034316689605,20
mig0,sim_mig0_rep0040.tsv,3,DDE,DDE_1,2.8285001973745243,41.78903608325517,0.4860901121732687,0.23628359715262096,0.029775295976968246,20
mig0,sim_mig0_rep0040.tsv,3,DDE,DDE_2,0.4803826657151738,50.13025385498315,0.09834654554122686,0.00967204301989261,0.6799715648829044,20
mig0,sim_mig0_rep0040.tsv,3,PO,PO_1,0.33667049670043286,61.5910466733189,0.08883447610031926,0.007891564144018193,0.7095675503188186,20
